i t_now Tx Ty Tz theta_x_filt theta_y_filt 
69 0.36394619941711426 0.0 0.0 0.0 0.0 0.0 
70 0.36919546127319336 0.0 0.0 0.0 0.0 0.0 
71 0.3745386600494385 0.0 0.0 0.0 0.0 0.0 
72 0.37990403175354004 0.0 0.0 0.0 0.0 0.0 
73 0.38526153564453125 0.0 0.0 0.0 0.0 0.0 
74 0.3905212879180908 0.0 0.0 0.0 0.0 0.0 
75 0.3958439826965332 0.0 0.0 0.0 0.0 0.0 
76 0.4011552333831787 0.0 0.0 0.0 0.0 0.0 
77 0.4065663814544678 0.0 0.0 0.0 0.0 0.0 
78 0.41188478469848633 0.0 0.0 0.0 0.0 0.0 
79 0.4171736240386963 0.0 0.0 0.0 0.0 0.0 
80 0.4225730895996094 0.0 0.0 0.0 0.0 0.0 
81 0.42801761627197266 0.0 0.0 0.0 0.0 0.0 
82 0.43331217765808105 0.0 0.0 0.0 0.0 0.0 
83 0.43863511085510254 0.0 0.0 0.0 0.0 0.0 
84 0.4438602924346924 0.0 0.0 0.0 0.0 0.0 
85 0.44918012619018555 0.0 0.0 0.0 0.0 0.0 
86 0.4544069766998291 0.0 0.0 0.0 0.0 0.0 
87 0.4596586227416992 0.0 0.0 0.0 0.0 0.0 
88 0.464963436126709 0.0 0.0 0.0 0.0 0.0 
89 0.47021007537841797 0.0 0.0 0.0 0.0 0.0 
90 0.4754338264465332 0.0 0.0 0.0 0.0 0.0 
91 0.4811551570892334 0.0 0.0 0.0 0.0 0.0 
92 0.4864504337310791 0.0 0.0 0.0 0.0 0.0 
93 0.4917476177215576 0.0 0.0 0.0 0.0 0.0 
94 0.4971771240234375 0.0 0.0 0.0 0.0 0.0 
95 0.5027077198028564 0.0 0.0 0.0 0.0 0.0 
96 0.5080881118774414 0.0 0.0 0.0 0.0 0.0 
97 0.5135633945465088 0.0 0.0 0.0 0.0 0.0 
98 0.5190994739532471 0.0 0.0 0.0 0.0 0.0 
99 0.5244772434234619 0.0 0.0 0.0 0.0 0.0 
100 0.5302305221557617 0.0 0.0 0.0 0.0 0.0 
101 0.5363285541534424 0.0 0.0 0.0 0.0 0.0 
102 0.5432906150817871 0.0 0.0 0.0 0.0 0.0 
103 0.5488519668579102 0.0 0.0 0.0 0.0 0.0 
104 0.5546410083770752 0.0 0.0 0.0 0.0 0.0 
105 0.5599427223205566 0.0 0.0 0.0 0.0 0.0 
106 0.565220832824707 0.0 0.0 0.0 0.0 0.0 
107 0.5704758167266846 0.0 0.0 0.0 0.0 0.0 
108 0.575695276260376 0.0 0.0 0.0 0.0 0.0 
109 0.5809550285339355 0.0 0.0 0.0 0.0 0.0 
110 0.5863022804260254 0.0 0.0 0.0 0.0 0.0 
111 0.5917336940765381 0.0 0.0 0.0 0.0 0.0 
112 0.597034215927124 0.0 0.0 0.0 0.0 0.0 
113 0.6023623943328857 0.0 0.0 0.0 0.0 0.0 
114 0.6075804233551025 0.0 0.0 0.0 0.0 0.0 
115 0.6128320693969727 0.0 0.0 0.0 0.0 0.0 
116 0.6180324554443359 0.0 0.0 0.0 0.0 0.0 
117 0.6232240200042725 0.0 0.0 0.0 0.0 0.0 
118 0.628432035446167 0.0 0.0 0.0 0.0 0.0 
119 0.6336500644683838 0.0 0.0 0.0 0.0 0.0 
120 0.638887882232666 0.0 0.0 0.0 0.0 0.0 
121 0.6442809104919434 0.0 0.0 0.0 0.0 0.0 
122 0.6495482921600342 0.0 0.0 0.0 0.0 0.0 
123 0.654834508895874 0.0 0.0 0.0 0.0 0.0 
124 0.6601047515869141 0.0 0.0 0.0 0.0 0.0 
125 0.6653318405151367 0.0 0.0 0.0 0.0 0.0 
126 0.670619010925293 0.0 0.0 0.0 0.0 0.0 
127 0.6758646965026855 0.0 0.0 0.0 0.0 0.0 
128 0.6811017990112305 0.0 0.0 0.0 0.0 0.0 
129 0.6865067481994629 0.0 0.0 0.0 0.0 0.0 
130 0.6918056011199951 0.0 0.0 0.0 0.0 0.0 
131 0.6972260475158691 0.0 0.0 0.0 0.0 0.0 
132 0.7024796009063721 0.0 0.0 0.0 0.0 0.0 
133 0.7077980041503906 0.0 0.0 0.0 0.0 0.0 
134 0.7130706310272217 0.0 0.0 0.0 0.0 0.0 
135 0.7184007167816162 0.0 0.0 0.0 0.0 0.0 
136 0.7236545085906982 0.0 0.0 0.0 0.0 0.0 
137 0.7289035320281982 0.0 0.0 0.0 0.0 0.0 
138 0.7341067790985107 0.0 0.0 0.0 0.0 0.0 
139 0.7393205165863037 0.0 0.0 0.0 0.0 0.0 
140 0.7445251941680908 0.0 0.0 0.0 0.0 0.0 
141 0.749854326248169 0.0 0.0 0.0 0.0 0.0 
142 0.7551069259643555 0.0 0.0 0.0 0.0 0.0 
143 0.7603898048400879 0.0 0.0 0.0 0.0 0.0 
144 0.7656428813934326 0.0 0.0 0.0 0.0 0.0 
145 0.7709121704101562 0.0 0.0 0.0 0.0 0.0 
146 0.7762248516082764 0.0 0.0 0.0 0.0 0.0 
147 0.7814598083496094 0.0 0.0 0.0 0.0 0.0 
148 0.7868087291717529 0.0 0.0 0.0 0.0 0.0 
149 0.7921836376190186 0.0 0.0 0.0 0.0 0.0 
150 0.7974271774291992 0.0 0.0 0.0 0.0 0.0 
151 0.8028149604797363 0.0 0.0 0.0 0.0 0.0 
152 0.8080668449401855 0.0 0.0 0.0 0.0 0.0 
153 0.8133964538574219 0.0 0.0 0.0 0.0 0.0 
154 0.8186442852020264 0.0 0.0 0.0 0.0 0.0 
155 0.823850154876709 0.0 0.0 0.0 0.0 0.0 
156 0.8292114734649658 0.0 0.0 0.0 0.0 0.0 
157 0.8344600200653076 0.0 0.0 0.0 0.0 0.0 
158 0.8396565914154053 0.0 0.0 0.0 0.0 0.0 
159 0.8449451923370361 0.0 0.0 0.0 0.0 0.0 
160 0.850182294845581 0.0 0.0 0.0 0.0 0.0 
161 0.8554935455322266 0.0 0.0 0.0 0.0 0.0 
162 0.8608431816101074 0.0 0.0 0.0 0.0 0.0 
163 0.8661253452301025 0.0 0.0 0.0 0.0 0.0 
164 0.8713610172271729 0.0 0.0 0.0 0.0 0.0 
165 0.8765859603881836 0.0 0.0 0.0 0.0 0.0 
166 0.8818159103393555 0.0 0.0 0.0 0.0 0.0 
167 0.8870816230773926 0.0 0.0 0.0 0.0 0.0 
168 0.892484188079834 0.0 0.0 0.0 0.0 0.0 
169 0.8978261947631836 0.0 0.0 0.0 0.0 0.0 
170 0.9030971527099609 0.0 0.0 0.0 0.0 0.0 
171 0.9084317684173584 0.0 0.0 0.0 0.0 0.0 
172 0.9137187004089355 0.0 0.0 0.0 0.0 0.0 
173 0.919095516204834 0.0 0.0 0.0 0.0 0.0 
174 0.9243342876434326 0.0 0.0 0.0 0.0 0.0 
175 0.9295728206634521 0.0 0.0 0.0 0.0 0.0 
176 0.9347577095031738 0.0 0.0 0.0 0.0 0.0 
177 0.9399421215057373 0.0 0.0 0.0 0.0 0.0 
178 0.9451863765716553 0.0 0.0 0.0 0.0 0.0 
179 0.9504914283752441 0.0 0.0 0.0 0.0 0.0 
180 0.9557092189788818 0.0 0.0 0.0 0.0 0.0 
181 0.961085319519043 0.0 0.0 0.0 0.0 0.0 
182 0.9663312435150146 0.0 0.0 0.0 0.0 0.0 
183 0.9716198444366455 0.0 0.0 0.0 0.0 0.0 
184 0.9768459796905518 0.0 0.0 0.0 0.0 0.0 
185 0.9820692539215088 0.0 0.0 0.0 0.0 0.0 
186 0.987274169921875 0.0 0.0 0.0 0.0 0.0 
187 0.9925310611724854 0.0 0.0 0.0 0.0 0.0 
188 0.9978852272033691 0.0 0.0 0.0 0.0 0.0 
189 1.0031352043151855 0.0 0.0 0.0 0.0 0.0 
190 1.008455514907837 0.0 0.0 0.0 0.0 0.0 
191 1.013819694519043 0.0 0.0 0.0 0.0 0.0 
192 1.019073724746704 0.0 0.0 0.0 0.0 0.0 
193 1.024439811706543 0.0 0.0 0.0 0.0 0.0 
194 1.0296754837036133 0.0 0.0 0.0 0.0 0.0 
195 1.0348916053771973 0.0 0.0 0.0 0.0 0.0 
196 1.0401036739349365 0.0 0.0 0.0 0.0 0.0 
197 1.0453171730041504 0.0 0.0 0.0 0.0 0.0 
198 1.0505545139312744 0.0 0.0 0.0 0.0 0.0 
199 1.0558435916900635 0.0 0.0 0.0 0.0 0.0 
200 1.061244249343872 0.0 0.0 0.0 0.0 0.0 
201 1.066586971282959 0.0 0.0 0.0 0.0 0.0 
202 1.0718700885772705 0.0 0.0 0.0 0.0 0.0 
203 1.0771687030792236 0.0 0.0 0.0 0.0 0.0 
204 1.0823860168457031 0.0 0.0 0.0 0.0 0.0 
205 1.087583065032959 0.0 0.0 0.0 0.0 0.0 
206 1.092832326889038 0.0 0.0 0.0 0.0 0.0 
207 1.098215103149414 0.0 0.0 0.0 0.0 0.0 
208 1.103553056716919 0.0 0.0 0.0 0.0 0.0 
209 1.1089119911193848 0.0 0.0 0.0 0.0 0.0 
210 1.1142473220825195 0.0 0.0 0.0 0.0 0.0 
211 1.1197278499603271 0.0 0.0 0.0 0.0 0.0 
212 1.125004768371582 0.0 0.0 0.0 0.0 0.0 
213 1.130293846130371 0.0 0.0 0.0 0.0 0.0 
214 1.1355009078979492 0.0 0.0 0.0 0.0 0.0 
215 1.140730619430542 0.0 0.0 0.0 0.0 0.0 
216 1.145923137664795 0.0 0.0 0.0 0.0 0.0 
217 1.151116132736206 0.0 0.0 0.0 0.0 0.0 
218 1.1563308238983154 0.0 0.0 0.0 0.0 0.0 
219 1.1615703105926514 0.0 0.0 0.0 0.0 0.0 
220 1.1667766571044922 0.0 0.0 0.0 0.0 0.0 
221 1.1721441745758057 0.0 0.0 0.0 0.0 0.0 
222 1.1773912906646729 0.0 0.0 0.0 0.0 0.0 
223 1.1826648712158203 0.0 0.0 0.0 0.0 0.0 
224 1.1879215240478516 0.0 0.0 0.0 0.0 0.0 
225 1.1931285858154297 0.0 0.0 0.0 0.0 0.0 
226 1.1983389854431152 0.0 0.0 0.0 0.0 0.0 
227 1.2037060260772705 0.0 0.0 0.0 0.0 0.0 
228 1.2089335918426514 0.0 0.0 0.0 0.0 0.0 
229 1.2141480445861816 0.0 0.0 0.0 0.0 0.0 
230 1.2193803787231445 0.0 0.0 0.0 0.0 0.0 
231 1.2247819900512695 0.0 0.0 0.0 0.0 0.0 
232 1.2300317287445068 0.0 0.0 0.0 0.0 0.0 
233 1.235396385192871 0.0 0.0 0.0 0.0 0.0 
234 1.2406201362609863 0.0 0.0 0.0 0.0 0.0 
235 1.245910406112671 0.0 0.0 0.0 0.0 0.0 
236 1.251131534576416 0.0 0.0 0.0 0.0 0.0 
237 1.2563414573669434 0.0 0.0 0.0 0.0 0.0 
238 1.2615468502044678 0.0 0.0 0.0 0.0 0.0 
239 1.2667527198791504 0.0 0.0 0.0 0.0 0.0 
240 1.2719714641571045 0.0 0.0 0.0 0.0 0.0 
241 1.2773032188415527 0.0 0.0 0.0 0.0 0.0 
242 1.282552719116211 0.0 0.0 0.0 0.0 0.0 
243 1.2878468036651611 0.0 0.0 0.0 0.0 0.0 
244 1.2930998802185059 0.0 0.0 0.0 0.0 0.0 
245 1.2984528541564941 0.0 0.0 0.0 0.0 0.0 
246 1.3038403987884521 0.0 0.0 0.0 0.0 0.0 
247 1.3091726303100586 0.0 0.0 0.0 0.0 0.0 
248 1.3144052028656006 0.0 0.0 0.0 0.0 0.0 
249 1.3196015357971191 0.0 0.0 0.0 0.0 0.0 
250 1.3248817920684814 0.0 0.0 0.0 0.0 0.0 
251 1.3302650451660156 0.0 0.0 0.0 0.0 0.0 
252 1.3355159759521484 0.0 0.0 0.0 0.0 0.0 
253 1.341055154800415 0.0 0.0 0.0 0.0 0.0 
254 1.346419334411621 0.0 0.0 0.0 0.0 0.0 
255 1.351747989654541 0.0 0.0 0.0 0.0 0.0 
256 1.3570139408111572 0.0 0.0 0.0 0.0 0.0 
257 1.3622698783874512 0.0 0.0 0.0 0.0 0.0 
258 1.3675057888031006 0.0 0.0 0.0 0.0 0.0 
259 1.3728115558624268 0.0 0.0 0.0 0.0 0.0 
260 1.3780806064605713 0.0 0.0 0.0 0.0 0.0 
261 1.383734941482544 0.0 0.0 0.0 0.0 0.0 
262 1.38908052444458 0.0 0.0 0.0 0.0 0.0 
263 1.3944318294525146 0.0 0.0 0.0 0.0 0.0 
264 1.3996448516845703 0.0 0.0 0.0 0.0 0.0 
265 1.404876708984375 0.0 0.0 0.0 0.0 0.0 
266 1.4102013111114502 0.0 0.0 0.0 0.0 0.0 
267 1.4154202938079834 0.0 0.0 0.0 0.0 0.0 
268 1.4207484722137451 0.0 0.0 0.0 0.0 0.0 
269 1.4260497093200684 0.0 0.0 0.0 0.0 0.0 
270 1.4313890933990479 0.0 0.0 0.0 0.0 0.0 
271 1.4368183612823486 0.0 0.0 0.0 0.0 0.0 
272 1.4421358108520508 0.0 0.0 0.0 0.0 0.0 
273 1.4474689960479736 0.0 0.0 0.0 0.0 0.0 
274 1.4527366161346436 0.0 0.0 0.0 0.0 0.0 
275 1.457972764968872 0.0 0.0 0.0 0.0 0.0 
276 1.4632930755615234 0.0 0.0 0.0 0.0 0.0 
277 1.468520164489746 0.0 0.0 0.0 0.0 0.0 
278 1.473785161972046 0.0 0.0 0.0 0.0 0.0 
279 1.478989601135254 0.0 0.0 0.0 0.0 0.0 
280 1.4841845035552979 0.0 0.0 0.0 0.0 0.0 
281 1.48982834815979 0.0 0.0 0.0 0.0 0.0 
282 1.4951202869415283 0.0 0.0 0.0 0.0 0.0 
283 1.500472068786621 0.0 0.0 0.0 0.0 0.0 
284 1.505767583847046 0.0 0.0 0.0 0.0 0.0 
285 1.5115416049957275 0.0 0.0 0.0 0.0 0.0 
286 1.5168631076812744 0.0 0.0 0.0 0.0 0.0 
287 1.522104263305664 0.0 0.0 0.0 0.0 0.0 
288 1.5273568630218506 0.0 0.0 0.0 0.0 0.0 
289 1.5325932502746582 0.0 0.0 0.0 0.0 0.0 
290 1.5378694534301758 0.0 0.0 0.0 0.0 0.0 
291 1.5436599254608154 0.0 0.0 0.0 0.0 0.0 
292 1.5490140914916992 0.0 0.0 0.0 0.0 0.0 
293 1.5543708801269531 0.0 0.0 0.0 0.0 0.0 
294 1.55991530418396 0.0 0.0 0.0 0.0 0.0 
295 1.5658843517303467 0.0 0.0 0.0 0.0 0.0 
296 1.5712530612945557 0.0 0.0 0.0 0.0 0.0 
297 1.576484203338623 0.0 0.0 0.0 0.0 0.0 
298 1.581752061843872 0.0 0.0 0.0 0.0 0.0 
299 1.5869905948638916 0.0 0.0 0.0 0.0 0.0 
300 1.5922374725341797 0.0 0.0 0.0 0.0 0.0 
301 1.5978004932403564 0.0 0.0 0.0 0.0 0.0 
302 1.6030974388122559 0.0 0.0 0.0 0.0 0.0 
303 1.6084108352661133 0.0 0.0 0.0 0.0 0.0 
304 1.613799810409546 0.0 0.0 0.0 0.0 0.0 
305 1.6190752983093262 0.0 0.0 0.0 0.0 0.0 
306 1.624478816986084 0.0 0.0 0.0 0.0 0.0 
307 1.6297869682312012 0.0 0.0 0.0 0.0 0.0 
308 1.6350350379943848 0.0 0.0 0.0 0.0 0.0 
309 1.640296220779419 0.0 0.0 0.0 0.0 0.0 
310 1.6455390453338623 0.0 0.0 0.0 0.0 0.0 
311 1.6509289741516113 0.0 0.0 0.0 0.0 0.0 
312 1.6562201976776123 0.0 0.0 0.0 0.0 0.0 
313 1.6615533828735352 0.0 0.0 0.0 0.0 0.0 
314 1.66680908203125 0.0 0.0 0.0 0.0 0.0 
315 1.672086477279663 0.0 0.0 0.0 0.0 0.0 
316 1.677485704421997 0.0 0.0 0.0 0.0 0.0 
317 1.6828181743621826 0.0 0.0 0.0 0.0 0.0 
318 1.6880710124969482 0.0 0.0 0.0 0.0 0.0 
319 1.6933085918426514 0.0 0.0 0.0 0.0 0.0 
320 1.6985559463500977 0.0 0.0 0.0 0.0 0.0 
321 1.7039134502410889 0.0 0.0 0.0 0.0 0.0 
322 1.709216594696045 0.0 0.0 0.0 0.0 0.0 
323 1.714693307876587 0.0 0.0 0.0 0.0 0.0 
324 1.720108985900879 0.0 0.0 0.0 0.0 0.0 
325 1.725409746170044 0.0 0.0 0.0 0.0 0.0 
326 1.7307026386260986 0.0 0.0 0.0 0.0 0.0 
327 1.736020565032959 0.0 0.0 0.0 0.0 0.0 
328 1.741283655166626 0.0 0.0 0.0 0.0 0.0 
329 1.746504783630371 0.0 0.0 0.0 0.0 0.0 
330 1.7517399787902832 0.0 0.0 0.0 0.0 0.0 
331 1.757124662399292 0.0 0.0 0.0 0.0 0.0 
332 1.7624340057373047 0.0 0.0 0.0 0.0 0.0 
333 1.7677628993988037 0.0 0.0 0.0 0.0 0.0 
334 1.7730579376220703 0.0 0.0 0.0 0.0 0.0 
335 1.7783706188201904 0.0 0.0 0.0 0.0 0.0 
336 1.783621072769165 0.0 0.0 0.0 0.0 0.0 
337 1.7889680862426758 0.0 0.0 0.0 0.0 0.0 
338 1.7942101955413818 0.0 0.0 0.0 0.0 0.0 
339 1.7994410991668701 0.0 0.0 0.0 0.0 0.0 
340 1.8047089576721191 0.0 0.0 0.0 0.0 0.0 
341 1.8101091384887695 0.0 0.0 0.0 0.0 0.0 
342 1.8153822422027588 0.0 0.0 0.0 0.0 0.0 
343 1.8208587169647217 0.0 0.0 0.0 0.0 0.0 
344 1.8261432647705078 0.0 0.0 0.0 0.0 0.0 
345 1.8314051628112793 0.0 0.0 0.0 0.0 0.0 
346 1.8366408348083496 0.0 0.0 0.0 0.0 0.0 
347 1.8418879508972168 0.0 0.0 0.0 0.0 0.0 
348 1.8471086025238037 0.0 0.0 0.0 0.0 0.0 
349 1.8523130416870117 0.0 0.0 0.0 0.0 0.0 
350 1.8575360774993896 0.0 0.0 0.0 0.0 0.0 
351 1.8628642559051514 0.0 0.0 0.0 0.0 0.0 
352 1.8681137561798096 0.0 0.0 0.0 0.0 0.0 
353 1.8734309673309326 0.0 0.0 0.0 0.0 0.0 
354 1.878664255142212 0.0 0.0 0.0 0.0 0.0 
355 1.8838768005371094 0.0 0.0 0.0 0.0 0.0 
356 1.8890955448150635 0.0 0.0 0.0 0.0 0.0 
357 1.8942921161651611 0.0 0.0 0.0 0.0 0.0 
358 1.8994884490966797 0.0 0.0 0.0 0.0 0.0 
359 1.9047067165374756 0.0 0.0 0.0 0.0 0.0 
360 1.9099864959716797 0.0 0.0 0.0 0.0 0.0 
361 1.9153692722320557 0.0 0.0 0.0 0.0 0.0 
362 1.920783519744873 0.0 0.0 0.0 0.0 0.0 
363 1.926130771636963 0.0 0.0 0.0 0.0 0.0 
364 1.9313890933990479 0.0 0.0 0.0 0.0 0.0 
365 1.936741828918457 0.0 0.0 0.0 0.0 0.0 
366 1.9419832229614258 0.0 0.0 0.0 0.0 0.0 
367 1.9471843242645264 0.0 0.0 0.0 0.0 0.0 
368 1.9523842334747314 0.0 0.0 0.0 0.0 0.0 
369 1.9576475620269775 0.0 0.0 0.0 0.0 0.0 
370 1.9628736972808838 0.0 0.0 0.0 0.0 0.0 
371 1.968233346939087 0.0 0.0 0.0 0.0 0.0 
372 1.973510503768921 0.0 0.0 0.0 0.0 0.0 
373 1.9788248538970947 0.0 0.0 0.0 0.0 0.0 
374 1.9840593338012695 0.0 0.0 0.0 0.0 0.0 
375 1.9894154071807861 0.0 0.0 0.0 0.0 0.0 
376 1.9951298236846924 0.0 0.0 0.0 0.0 0.0 
377 2.0024921894073486 0.0 0.0 0.0 0.0 0.0 
378 2.0078930854797363 0.0 0.0 0.0 0.0 0.0 
379 2.0133509635925293 0.0 0.0 0.0 0.0 0.0 
380 2.0187785625457764 0.0 0.0 0.0 0.0 0.0 
381 2.024409770965576 0.0 0.0 0.0 0.0 0.0 
382 2.0308094024658203 0.0 0.0 0.0 0.0 0.0 
383 2.0373055934906006 0.0 0.0 0.0 0.0 0.0 
384 2.0427377223968506 0.0 0.0 0.0 0.0 0.0 
385 2.0481598377227783 0.0 0.0 0.0 0.0 0.0 
386 2.0535295009613037 0.0 0.0 0.0 0.0 0.0 
387 2.0588274002075195 0.0 0.0 0.0 0.0 0.0 
388 2.0640857219696045 0.0 0.0 0.0 0.0 0.0 
389 2.0693788528442383 0.0 0.0 0.0 0.0 0.0 
390 2.0746970176696777 0.0 0.0 0.0 0.0 0.0 
391 2.0804712772369385 0.0 0.0 0.0 0.0 0.0 
392 2.086000680923462 0.0 0.0 0.0 0.0 0.0 
393 2.0914952754974365 0.0 0.0 0.0 0.0 0.0 
394 2.0970356464385986 0.0 0.0 0.0 0.0 0.0 
395 2.1026573181152344 0.0 0.0 0.0 0.0 0.0 
396 2.1081714630126953 0.0 0.0 0.0 0.0 0.0 
397 2.1136484146118164 0.0 0.0 0.0 0.0 0.0 
398 2.1191110610961914 0.0 0.0 0.0 0.0 0.0 
399 2.124500036239624 0.0 0.0 0.0 0.0 0.0 
400 2.1301510334014893 0.0 0.0 0.0 0.0 0.0 
401 2.1361536979675293 0.0 0.0 0.0 0.0 0.0 
402 2.1415927410125732 0.0 0.0 0.0 0.0 0.0 
403 2.147054672241211 0.0 0.0 0.0 0.0 0.0 
404 2.1524665355682373 0.0 0.0 0.0 0.0 0.0 
405 2.157991647720337 0.0 0.0 0.0 0.0 0.0 
406 2.1634132862091064 0.0 0.0 0.0 0.0 0.0 
407 2.1688897609710693 0.0 0.0 0.0 0.0 0.0 
408 2.1742916107177734 0.0 0.0 0.0 0.0 0.0 
409 2.179750919342041 0.0 0.0 0.0 0.0 0.0 
410 2.1851744651794434 0.0 0.0 0.0 0.0 0.0 
411 2.190883159637451 0.0 0.0 0.0 0.0 0.0 
412 2.196349620819092 0.0 0.0 0.0 0.0 0.0 
413 2.201866865158081 0.0 0.0 0.0 0.0 0.0 
414 2.2075772285461426 0.0 0.0 0.0 0.0 0.0 
415 2.2131357192993164 0.0 0.0 0.0 0.0 0.0 
416 2.2187881469726562 0.0 0.0 0.0 0.0 0.0 
417 2.2241861820220947 0.0 0.0 0.0 0.0 0.0 
418 2.2295925617218018 0.0 0.0 0.0 0.0 0.0 
419 2.2351760864257812 0.0 0.0 0.0 0.0 0.0 
420 2.2406914234161377 0.0 0.0 0.0 0.0 0.0 
421 2.2463502883911133 0.0 0.0 0.0 0.0 0.0 
422 2.2518064975738525 0.0 0.0 0.0 0.0 0.0 
423 2.257276773452759 0.0 0.0 0.0 0.0 0.0 
424 2.262709379196167 0.0 0.0 0.0 0.0 0.0 
425 2.2680771350860596 0.0 0.0 0.0 0.0 0.0 
426 2.2735157012939453 0.0 0.0 0.0 0.0 0.0 
427 2.2791683673858643 0.0 0.0 0.0 0.0 0.0 
428 2.28454852104187 0.0 0.0 0.0 0.0 0.0 
429 2.2899506092071533 0.0 0.0 0.0 0.0 0.0 
430 2.2953357696533203 0.0 0.0 0.0 0.0 0.0 
431 2.3018786907196045 0.0 0.0 0.0 0.0 0.0 
432 2.307420253753662 0.0 0.0 0.0 0.0 0.0 
433 2.312919855117798 0.0 0.0 0.0 0.0 0.0 
434 2.318338632583618 0.0 0.0 0.0 0.0 0.0 
435 2.323798656463623 0.0 0.0 0.0 0.0 0.0 
436 2.3294167518615723 0.0 0.0 0.0 0.0 0.0 
437 2.334866762161255 0.0 0.0 0.0 0.0 0.0 
438 2.3404598236083984 0.0 0.0 0.0 0.0 0.0 
