i t_now Tx Ty Tz theta_x_filt theta_y_filt 
64 0.3533501625061035 0.0 0.0 0.0 0.0 0.0 
65 0.35866332054138184 0.0 0.0 0.0 0.0 0.0 
66 0.3639655113220215 0.0 0.0 0.0 0.0 0.0 
67 0.3692326545715332 0.0 0.0 0.0 0.0 0.0 
68 0.37446069717407227 0.0 0.0 0.0 0.0 0.0 
69 0.379702091217041 0.0 0.0 0.0 0.0 0.0 
70 0.3851194381713867 0.0 0.0 0.0 0.0 0.0 
71 0.39060091972351074 0.0 0.0 0.0 0.0 0.0 
72 0.3959007263183594 0.0 0.0 0.0 0.0 0.0 
73 0.4014463424682617 0.0 0.0 0.0 0.0 0.0 
74 0.40698766708374023 0.0 0.0 0.0 0.0 0.0 
75 0.4124774932861328 0.0 0.0 0.0 0.0 0.0 
76 0.41797566413879395 0.0 0.0 0.0 0.0 0.0 
77 0.42323994636535645 0.0 0.0 0.0 0.0 0.0 
78 0.42853307723999023 0.0 0.0 0.0 0.0 0.0 
79 0.4338865280151367 0.0 0.0 0.0 0.0 0.0 
