i t_now control_mode Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 phi_x phi_y x y dx dy theta_d_x theta_d_y inner_x_Kp inner_x_Ki inner_x_Kd inner_y_Kp inner_y_Ki inner_y_Kd outer_x_Kp outer_x_Ki outer_x_Kd outer_y_Kp outer_y_Ki outer_y_Kd
6848 36.86589288711548 2 0.029423822904820006 0.1357098095373156 0.0 -0.12794843546316087 0.03994976693197198 0.08799866853118887 -0.012655340135097504 0.003259710967540741 -0.4686310887336731 10.416343142058658 -8.31400055825013 -2.901765714409501 -0.5969341223037183 0.0 0.5969341223037183 -1.7530199980854662 -5.993171075552351 -0.2121154197683414 -0.7251737001418345 -0.02198656851705727 0.03808185375564488 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6849 36.871153593063354 2 0.04589546774222926 0.1497909299948158 0.0 -0.14122424314609822 0.033138629081440184 0.10808561406465803 -0.012847088277339935 0.0028762146830558777 -0.46901458501815796 10.413538148617953 -8.31400055825013 -2.8989607209687955 -0.5694261958394584 0.0 0.5694261958394584 -1.7539285339746011 -5.9915974452318705 -0.21222535261092673 -0.7249832908730564 -0.021986568517068372 0.038081853755622674 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6850 36.876407623291016 2 0.022866995277697595 0.1383695475340726 0.0 -0.13045606049474273 0.046557206787040825 0.0838988537077019 -0.012847088277339935 0.0028762146830558777 -0.46958988904953003 10.410733155177248 -8.31400055825013 -2.8961557275280905 -0.592395658015876 0.0 0.296197829007938 -1.7548370698637359 -5.990023814911389 -0.21233528545351205 -0.724792881604278 -0.02198656851706282 0.03808185375566708 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6851 36.881773948669434 2 0.022848299882257735 0.13845305360787533 0.0 -0.13053479077615096 0.04661183665420068 0.08392295412195028 -0.012847088277339935 0.0028762146830558777 -0.47016507387161255 10.407928161736542 -8.31400055825013 -2.894753230807738 -0.7119272692145108 0.0 0.4746181794763406 -1.755291337808303 -5.988712456310989 -0.21239025187480468 -0.7246342072136296 -0.01099328425852586 0.03173487812968556 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6852 36.88720703125 2 0.00883074374019578 0.12453769893505595 0.0 -0.11741526857379564 0.051497362215979045 0.0659179063578166 -0.012655340135097504 0.0030679628252983093 -0.4705485701560974 10.403720671575485 -8.31400055825013 -2.8919482373670324 -0.595792999300164 0.0 0.297896499650082 -1.756199873697438 -5.986614282550347 -0.21250018471739 -0.724380328188592 -0.02198656851706282 0.050775805007519104 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6853 36.89278483390808 2 -0.021680347782676676 0.10812739765764198 0.0 -0.10194348815436406 0.06867367391506154 0.033269814239302524 -0.012271847575902939 0.0036431998014450073 -0.47131556272506714 10.398110684694075 -8.31400055825013 -2.887740747205975 -0.5960462049947243 0.0 0.29802310249736214 -1.7575626775311401 -5.983729293629465 -0.21266508398126796 -0.7240312445291652 -0.03297985277559423 0.06981673188535265 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6854 36.898046016693115 2 0.012810189987415822 0.13121671821855924 0.0 -0.12371230834318349 0.051396677845832135 0.07231563049735136 -0.012271847575902939 0.0036431998014450073 -0.47131556272506714 10.398110684694075 -8.31400055825013 -2.887740747205975 -0.5960462049947243 0.0 0.29802310249736214 -1.7575626775311401 -5.983729293629465 -0.21266508398126796 -0.7240312445291652 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6855 36.90363001823425 2 -0.057207794544404 0.10329876373455843 0.0 -0.09739100843319101 0.09540547286451719 0.0019855355686738347 -0.011888351291418076 0.0046019405126571655 -0.4718908667564392 10.392500697812665 -8.31400055825013 -2.8835332570449173 -0.5966801618177351 0.0 0.29834008090886754 -1.7589254813648423 -5.980844304708583 -0.2128299832451459 -0.7236821608697386 -0.03297985277558868 0.06981673188533044 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6856 36.90898513793945 2 -0.027710985978250943 0.11238695434042237 0.0 -0.10595943670802072 0.0756056436593884 0.030353793048632314 -0.011696603149175644 0.004985436797142029 -0.47208255529403687 10.389695704371958 -8.31400055825013 -2.8821307603245647 -0.5885424760187101 0.0 0.29427123800935506 -1.7593797493094097 -5.979532946108182 -0.21288494966643856 -0.72352348647909 -0.01099328425853141 0.031734878129707766 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6857 36.91433501243591 2 -0.03273133574158474 0.10996901004881582 0.0 -0.10367977696785233 0.07856491220612757 0.025114864761724753 -0.011504855006933212 0.005368933081626892 -0.4722743630409241 10.386890710931253 -8.31400055825013 -2.8807282636042117 -0.29872134618798424 0.0 0.29872134618798424 -1.7598340172539768 -5.9782215875077815 -0.2129399160877312 -0.7233648120884415 -0.01099328425852586 0.031734878129707766 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6858 36.91982865333557 2 -0.009756456737523518 0.12154868014090679 0.0 -0.1145971946292131 0.06526471088276378 0.049332483746449315 -0.011504855006933212 0.005368933081626892 -0.4722743630409241 10.385488214210902 -8.31400055825013 -2.8793257668838597 -0.5952872327472777 0.0 0.0 -1.7602882851985442 -5.97743477234754 -0.21299488250902385 -0.7232696074540523 -0.01099328425853141 0.01904092687783354 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6859 36.925564765930176 2 -0.06578625384823009 0.07962715142899177 0.0 -0.07507319832267755 0.09125085050046208 -0.016177652177784545 -0.010929614305496216 0.006135918200016022 -0.47265785932540894 10.382683220770195 -8.31400055825013 -2.8793257668838597 -0.25838185710253986 0.0 0.0 -1.7602882851985442 -5.9763856854672195 -0.21299488250902385 -0.7231426679415336 0.0 0.02538790250374845 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6860 36.9312162399292 2 -0.04780475170642659 0.11421263600819728 0.0 -0.10768070589144953 0.09287276926612094 0.014807936625328583 -0.010929614305496216 0.006519414484500885 -0.4728495478630066 10.381280724049844 -8.31400055825013 -2.8793257668838597 -0.5458247598180915 0.0 0.0 -1.7602882851985442 -5.9758611420270595 -0.21299488250902385 -0.7230791981852742 0.0 0.012693951251874225 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6861 36.937352418899536 2 -0.024837350831484056 0.11428367850118301 0.0 -0.10774768539617299 0.07415345473129564 0.03359423066487736 -0.010929614305496216 0.006519414484500885 -0.4730413556098938 10.378475730609138 -8.31400055825013 -2.8793257668838597 -0.29607277187092806 0.0 0.0 -1.7602882851985442 -5.974812055146739 -0.21299488250902385 -0.7229522586727554 0.0 0.025387902503770654 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6862 36.94288492202759 2 -0.024879727025633312 0.12835330977038467 0.0 -0.12101266096850205 0.08082054253509577 0.04019211843340628 -0.011121358722448349 0.006519414484500885 -0.4730413556098938 10.377073233888785 -8.31400055825013 -2.8793257668838597 -0.25035642990942275 0.0 0.0 -1.7602882851985442 -5.974287511706579 -0.21299488250902385 -0.722888788916496 0.0 0.012693951251874225 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6863 36.948665618896484 2 0.0030756182734616062 0.15891751582481883 0.0 -0.1498288707853998 0.07240320358817967 0.07742566719722013 -0.011696603149175644 0.006135918200016022 -0.47323304414749146 10.374268240448082 -8.31400055825013 -2.8793257668838597 -0.28049934407051724 0.0 0.0 -1.7602882851985442 -5.973238424826258 -0.21299488250902385 -0.7227618494039771 0.0 0.025387902503770654 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6864 36.954610109329224 2 -0.005975725458120562 0.15247659963489496 0.0 -0.1437563167654673 0.07675731778785186 0.06699899897761544 -0.012080099433660507 0.005944177508354187 -0.47342485189437866 10.372865743727727 -8.31400055825013 -2.8793257668838597 0.0 0.0 -0.2977067969332597 -1.7602882851985442 -5.972713881386097 -0.21299488250902385 -0.7226983796477178 0.0 0.012693951251874225 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6865 36.96032762527466 2 -0.003519943365012863 0.15754279273495994 0.0 -0.1485327694266092 0.07714040643589684 0.07139236299071236 -0.012463591992855072 0.005752429366111755 -0.4736165404319763 10.372865743727727 -8.31400055825013 -2.8807282636042117 -0.23823623583363107 0.0 0.0 -1.7598340172539768 -5.972976153106178 -0.2129399160877312 -0.7227301145258475 0.01099328425853141 -0.006346975625937112 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6866 36.96599864959717 2 -0.015062222690438484 0.1626119740244838 0.0 -0.15331203937979093 0.0889542730178105 0.06435776636198043 -0.012847088277339935 0.005752429366111755 -0.4738083481788635 10.371463247007375 -8.31400055825013 -2.8807282636042117 -0.29834008090886754 0.0 0.0 -1.7598340172539768 -5.972451609666018 -0.2129399160877312 -0.7226666447695881 0.0 0.012693951251874225 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6867 36.97189116477966 2 -0.015099613481318205 0.16768342452243887 0.0 -0.15809344876319883 0.09137550716242593 0.06671794160077289 -0.013230584561824799 0.005752429366111755 -0.4738083481788635 10.370060750287022 -8.31400055825013 -2.8807282636042117 -0.2975173356708923 0.0 0.0 -1.7598340172539768 -5.971927066225857 -0.2129399160877312 -0.7226031750133286 0.0 0.01269395125189643 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6868 36.97876453399658 2 -0.0011381435255758462 0.18675595652245902 0.0 -0.17607520437868107 0.08896689248657824 0.08710831189210283 -0.013805825263261795 0.005560681223869324 -0.4740000367164612 10.36865825356667 -8.31400055825013 -2.8807282636042117 -0.5935237919393086 0.0 0.0 -1.7598340172539768 -5.971402522785697 -0.2129399160877312 -0.7225397052570693 0.0 0.01269395125185202 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6869 36.98422574996948 2 0.0013196842585451885 0.2083264233165326 0.0 -0.19641203550327926 0.09712850006663334 0.09928353543664593 -0.014572814106941223 0.005368933081626892 -0.47457534074783325 10.364450763405612 -8.31400055825013 -2.8807282636042117 -0.2972650954541302 0.0 0.0 -1.7598340172539768 -5.969828892465215 -0.2129399160877312 -0.722349295988291 0.0 0.03808185375566708 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6870 36.989964962005615 2 -0.010220102341031288 0.1903995374807062 0.0 -0.17951040544985275 0.09809988134310987 0.08141052410674288 -0.014956310391426086 0.005368933081626892 -0.4747670292854309 10.36304826668526 -8.31400055825013 -2.8807282636042117 -0.2851762343132546 0.0 0.0 -1.7598340172539768 -5.969304349025055 -0.2129399160877312 -0.7222858262320316 0.0 0.012693951251874225 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6871 36.99646496772766 2 0.0037438603405602292 0.18148583717578076 0.0 -0.17110648820841626 0.08249639493666978 0.08861009327174646 -0.015148058533668518 0.0051771849393844604 -0.47515052556991577 10.361645769964907 -8.31400055825013 -2.8807282636042117 -0.5968071150436537 0.0 0.0 -1.7598340172539768 -5.968779805584894 -0.2129399160877312 -0.7222223564757722 0.0 0.01269395125189643 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6872 37.00226354598999 2 0.006204180850530415 0.18407827176832578 0.0 -0.1735506589819778 0.08170963703907355 0.09184102194290425 -0.01533980667591095 0.004985436797142029 -0.475342333316803 10.358840776524202 -8.31400055825013 -2.8807282636042117 -0.23957921427273424 0.0 0.0 -1.7598340172539768 -5.9677307187045745 -0.2129399160877312 -0.7220954169632535 0.0 0.025387902503726245 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6873 37.00799536705017 2 -0.00533311302319691 0.17267309197717332 0.0 -0.16279775235401023 0.08575334472614651 0.07704440762786371 -0.01533980667591095 0.004985436797142029 -0.47572582960128784 10.35743827980385 -8.31400055825013 -2.8807282636042117 -0.5962996260002492 0.0 0.0 -1.7598340172539768 -5.967206175264414 -0.2129399160877312 -0.722031947206994 0.0 0.01269395125189643 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6874 37.0139274597168 2 -0.005365518362378328 0.2007705222138109 0.0 -0.1892882636263334 0.09902505921095353 0.09026320441537986 -0.015723302960395813 0.004985436797142029 -0.47649282217025757 10.351828292922438 -8.31400055825013 -2.8807282636042117 -0.5951609252504079 0.0 0.0 -1.7598340172539768 -5.965108001503771 -0.2129399160877312 -0.7217780681819563 0.0 0.05077580500754131 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6875 37.01956129074097 2 -0.005397923701559754 0.19186180736058378 0.0 -0.18088904671383443 0.0948519096033495 0.08603713711048494 -0.015915051102638245 0.004985436797142029 -0.47687631845474243 10.349023299481733 -8.31400055825013 -2.8807282636042117 -0.752143396685334 0.0 0.0 -1.7598340172539768 -5.96405891462345 -0.2129399160877312 -0.7216511286694375 0.0 0.025387902503770654 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6876 37.02492022514343 2 -0.005430329040741172 0.18046036665820503 0.0 -0.17013966533257 0.0895036777613627 0.0806359875712073 -0.015915051102638245 0.004985436797142029 -0.47745150327682495 10.344815809320675 -8.31400055825013 -2.8807282636042117 -0.5937750721221787 0.0 0.0 -1.7598340172539768 -5.96248528430297 -0.2129399160877312 -0.7214607194006593 0.0 0.03808185375564488 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6877 37.03028130531311 2 -0.005462734379922597 0.18056381449037218 0.0 -0.17023719688406927 0.08957890238575777 0.0806582944983115 -0.015915051102638245 0.004985436797142029 -0.4778349995613098 10.34201081587997 -8.31400055825013 -2.8807282636042117 -0.5629125909502654 0.0 0.0 -1.7598340172539768 -5.961436197422649 -0.2129399160877312 -0.7213337798881405 0.0 0.02538790250374845 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6878 37.03561186790466 2 0.008503721027518058 0.18066726232253932 0.0 -0.17033472843556852 0.07822410507365254 0.09211062336191596 -0.015915051102638245 0.004793688654899597 -0.4784103035926819 10.339205822439267 -8.31400055825013 -2.8807282636042117 -0.597188299064333 0.0 0.0 -1.7598340172539768 -5.960387110542329 -0.2129399160877312 -0.7212068403756218 0.0 0.02538790250374845 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6879 37.041074991226196 2 -0.003032326483284692 0.16677184940808437 0.0 -0.1572340075033042 0.08109288795751064 0.07614111954579356 -0.015723302960395813 0.004793688654899597 -0.4789854884147644 10.336400828998562 -8.31400055825013 -2.8807282636042117 -0.7101249216975121 0.0 0.0 -1.7598340172539768 -5.959338023662008 -0.2129399160877312 -0.7210799008631029 0.0 0.025387902503770654 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6880 37.04644513130188 2 0.010935375287080553 0.17837893941187286 0.0 -0.1681772769053328 0.07515994191960357 0.0930173349857292 -0.015723302960395813 0.0046019405126571655 -0.4795607924461365 10.332193338837502 -8.31400055825013 -2.8807282636042117 -0.5944042044300005 0.0 0.0 -1.7598340172539768 -5.957764393341526 -0.2129399160877312 -0.7208894915943246 0.0 0.03808185375566708 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6881 37.0518524646759 2 -0.014598286607419709 0.16448228013449334 0.0 -0.1550753808908341 0.08945714154777826 0.06561823934305584 -0.015531554818153381 0.004793688654899597 -0.480135977268219 10.329388345396797 -8.31400055825013 -2.8807282636042117 -0.8948298938872308 0.0 0.0 -1.7598340172539768 -5.956715306461206 -0.2129399160877312 -0.7207625520818058 0.0 0.02538790250374845 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6882 37.05717849731445 2 0.010874303697491436 0.17608812377535724 0.0 -0.16601747521062826 0.07412990581634266 0.09188756939428562 -0.015531554818153381 0.0046019405126571655 -0.4809029698371887 10.32518085523574 -8.31400055825013 -2.8807282636042117 -0.5952872327472777 0.0 0.0 -1.7598340172539768 -5.955141676140724 -0.2129399160877312 -0.7205721428130276 0.0 0.03808185375564488 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6883 37.06255340576172 2 -0.0006604974503867309 0.16219021813505313 0.0 -0.15291440411389523 0.07699649596689986 0.07591790814699537 -0.01533980667591095 0.0046019405126571655 -0.4814782738685608 10.322375861795035 -8.31400055825013 -2.8807282636042117 -0.9550539464437086 0.0 0.0 -1.7598340172539768 -5.954092589260403 -0.2129399160877312 -0.7204452033005088 0.0 0.025387902503770654 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6884 37.06793975830078 2 0.013308450682903082 0.17379481541299246 0.0 -0.16385532335145503 0.07106135719569188 0.09279396615576313 -0.01533980667591095 0.004410192370414734 -0.48224514722824097 10.316765874913624 -8.31400055825013 -2.8807282636042117 -0.5968071150436537 0.0 0.0 -1.7598340172539768 -5.951994415499762 -0.2129399160877312 -0.7201913242754712 0.0 0.050775805007519104 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6885 37.07322812080383 2 0.001774895897949491 0.1598956634097638 0.0 -0.1507510771724876 0.07392634215406539 0.0768247350184222 -0.015148058533668518 0.004410192370414734 -0.48358744382858276 10.309753391311862 -8.31400055825013 -2.8807282636042117 -0.894259332849683 0.0 0.0 -1.7598340172539768 -5.94937169829896 -0.2129399160877312 -0.7198739754941742 0.0 0.06346975625939333 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6886 37.07848620414734 2 0.001746229647541793 0.17149901432477854 0.0 -0.16169082132781298 0.07941962012717399 0.082271201200639 -0.015148058533668518 0.004410192370414734 -0.48358744382858276 10.305545901150804 -8.31400055825013 -2.8807282636042117 -0.597188299064333 0.0 0.0 -1.7598340172539768 -5.947798067978479 -0.2129399160877312 -0.719683566225396 0.0 0.03808185375564488 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6887 37.08381366729736 2 0.01571642414375618 0.1715974767052474 0.0 -0.16178365255037472 0.06805941969740048 0.09372423285297424 -0.015148058533668518 0.004218444228172302 -0.4851214289665222 10.302740907710097 -8.31400055825013 -2.8807282636042117 -0.8217754220815934 0.0 0.0 -1.7598340172539768 -5.946748981098159 -0.2129399160877312 -0.7195566267128771 0.0 0.025387902503770654 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6888 37.08908557891846 2 0.018182976468349252 0.17169593908571623 0.0 -0.16187648377293642 0.06609190376897175 0.09578458000396468 -0.015148058533668518 0.004026696085929871 -0.4860801100730896 10.298533417549042 -8.31400055825013 -2.8807282636042117 -0.9836904929704271 0.0 0.0 -1.7598340172539768 -5.945175350777678 -0.2129399160877312 -0.719366217444099 0.0 0.038081853755622674 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6889 37.0943398475647 2 0.0066519144092448135 0.17179440146618508 0.0 -0.16196931499549816 0.07555339212597681 0.08641592286952134 -0.015148058533668518 0.004026696085929871 -0.4868471026420593 10.29292343066763 -8.31400055825013 -2.8807282636042117 -0.893120390799779 0.0 0.0 -1.7598340172539768 -5.943077177017036 -0.2129399160877312 -0.7191123384190614 0.0 0.050775805007519104 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6890 37.09955716133118 2 0.006625740884686274 0.15789400310003182 0.0 -0.14886389373429632 0.06902205208868877 0.07984184164560755 -0.014956310391426086 0.004026696085929871 -0.48780590295791626 10.288715940506572 -8.31400055825013 -2.8807282636042117 -0.7785881127049886 0.0 0.0 -1.7598340172539768 -5.941503546696555 -0.2129399160877312 -0.7189219291502831 0.0 0.03808185375566708 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6891 37.10489368438721 2 0.02059842810674982 0.15549724690549993 0.0 -0.14660421032362383 0.05648355904016512 0.09012065128345871 -0.014764562249183655 0.003834947943687439 -0.488572895526886 10.284508450345514 -8.31400055825013 -2.8807282636042117 -0.894259332849683 0.0 0.0 -1.7598340172539768 -5.939929916376074 -0.2129399160877312 -0.718731519881505 0.0 0.038081853755622674 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6892 37.11028003692627 2 0.00906861241056995 0.13910065557182752 0.0 -0.13114535576311137 0.058168186854566595 0.0729771689085448 -0.01438106968998909 0.003834947943687439 -0.48953157663345337 10.280300960184457 -8.31400055825013 -2.8807282636042117 -0.8369783491262699 0.0 0.0 -1.7598340172539768 -5.938356286055593 -0.2129399160877312 -0.7185411106127267 0.0 0.03808185375564488 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6893 37.1156644821167 2 0.02304254599555807 0.14820482532986423 0.0 -0.13972884932708637 0.05105026464230017 0.0886785846847862 -0.014189321547746658 0.0036431998014450073 -0.4902985692024231 10.2760934700234 -8.31400055825013 -2.8807282636042117 -0.8919843462068601 0.0 0.0 -1.7598340172539768 -5.9367826557351115 -0.2129399160877312 -0.7183507013439485 0.0 0.03808185375564488 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6894 37.121074199676514 2 0.011513976662302777 0.13180422296122632 0.0 -0.12426621312654236 0.05273198398561933 0.07153422914092303 -0.013805825263261795 0.0036431998014450073 -0.49125736951828003 10.271885979862342 -8.31400055825013 -2.8807282636042117 -0.9510064216664424 0.0 0.0 -1.7598340172539768 -5.935209025414631 -0.2129399160877312 -0.7181602920751703 0.0 0.03808185375564488 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6895 37.126405000686646 2 0.025488612669403117 0.14090514911831342 0.0 -0.13284664859421477 0.04561195919994863 0.08723468939426615 -0.013614080846309662 0.0034514591097831726 -0.4922160506248474 10.266275992980932 -8.31400055825013 -2.8807282636042117 -0.8950202427266027 0.0 0.0 -1.7598340172539768 -5.933110851653989 -0.2129399160877312 -0.7179064130501327 0.0 0.050775805007519104 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6896 37.13174557685852 2 0.027960597432101532 0.12450058416769824 0.0 -0.11738027643555457 0.03586040601376984 0.08151987042178474 -0.013230584561824799 0.003259710967540741 -0.49298304319381714 10.262068502819872 -8.31400055825013 -2.8807282636042117 -0.8921734862293808 0.0 0.0 -1.7598340172539768 -5.931537221333507 -0.2129399160877312 -0.7177160037813543 0.0 0.03808185375568929 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6897 37.13715863227844 2 0.030433381522888707 0.13359749928981982 0.0 -0.12595693026319538 0.03812971317209004 0.08782721709110536 -0.013038836419582367 0.0030679628252983093 -0.4939418435096741 10.257861012658815 -8.31400055825013 -2.8807282636042117 -0.894259332849683 0.0 0.0 -1.7598340172539768 -5.929963591013026 -0.2129399160877312 -0.7175255945125761 0.0 0.038081853755622674 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
6898 37.142568826675415 2 0.018908551229978365 0.11718941876784883 0.0 -0.1104872435920746 0.03980485436646322 0.07068238922561139 -0.012655340135097504 0.0030679628252983093 -0.49490052461624146 10.253653522497757 -8.31400055825013 -2.8807282636042117 -0.9524595723956444 0.0 0.0 -1.7598340172539768 -5.928389960692545 -0.2129399160877312 -0.7173351852437979 0.0 0.03808185375564488 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
